w1,w2,w3,w4,w5,w6,w7,w8,w9,w10
0.8466504211021334,0.8269099226198111,0.7730767596958499,0.752052071309478,0.7710123551793424,0.7734385019879441,0.7621200461716044,0.7334650184783994,0.7653137079988106,0.7243063571459109
0.8214391911983348,0.7869461790068392,0.7685102586975914,0.7987553629837305,0.7895055435198166,0.7550337708678476,0.7830168641943842,0.7533452274754684,0.7732148167027739,0.7036128456735058
0.7958774053778515,0.8216197272843125,0.7687863727114397,0.7819655069878084,0.7867868824603883,0.7509876385879954,0.7878807187460175,0.773193577163247,0.7715262733103947,0.7411643515568582
0.790280786712544,0.8108619005139969,0.8223524913979864,0.8123911473599252,0.7928613907650481,0.773352873709698,0.7656323010917123,0.752792999447772,0.7648995369780384,0.7387005649717515
0.8025253812497345,0.8158425725330274,0.7935210123551792,0.797385412684253,0.7875833651926427,0.7582303215666285,0.8014740240431586,0.7701787012098671,0.7533025522636911,0.7453697803831613
0.8125200882813002,0.7943602819859006,0.814523559536309,0.7617583406543958,0.7769504381923762,0.7738648781846623,0.784214360710536,0.8048383295120959,0.7935246094838114,0.7694829544237074
0.7724828044312071,0.7959887719899721,0.790267629475669,0.7952816644882041,0.8166984507917462,0.7629689944074225,0.7775825494439564,0.7235638218089095,0.7418414793546037,0.7878463219696158
0.8100559257751399,0.8092631082731578,0.7970708607426771,0.7904390494760976,0.7830894169577235,0.7660545544151365,0.7793288906983223,0.7405129743512825,0.7705221881763054,0.7542908568857273
0.7992457519981144,0.8193661745484154,0.7797467269493668,0.8330583470826459,0.7548265443870664,0.7559514881398787,0.7928603569821508,0.7939853007349633,0.732284814330712,0.7387987743469969
0.7950673894876685,0.7651010306627526,0.8130664895326662,0.8020420407551051,0.7883070132207675,0.7883498682208747,0.7843000707107501,0.7537444556343612,0.7646403394116008,0.7964923182412309
0.7738125774870677,0.8208819631482194,0.7842275179474107,0.7613184558163396,0.813250822966098,0.7589671241075627,0.7951135051943055,0.7371925576653499,0.7763901278620279,0.7416527724338421
0.8206851875451342,0.7808929102417059,0.7872647720997409,0.7898241366127182,0.7889108364130666,0.7787901958285544,0.7724183339705195,0.7670234909307168,0.7636676436854849,0.7627543434858333
0.8206851875451342,0.8243383883437406,0.810267193407247,0.7964933520241282,0.7863514719000891,0.7569984282740749,0.8014952635826855,0.7919268510258698,0.7365978505585999,0.7127033685909689
0.7816469138949068,0.8132832080200502,0.7945074550783738,0.8123911473599252,0.7775795420755278,0.750647805955567,0.8054033388556137,0.7234611953612846,0.7471751412429379,0.7314791215326453
0.7863939509791428,0.8060192855018903,0.7930934974990381,0.7907161972728433,0.7574763179134276,0.766842954844739,0.7789494923750054,0.7488670856312256,0.7641614296096789,0.7288772779406143
0.789228395723071,0.7999957144999892,0.7835072532087681,0.7617583406543958,0.7612976494032441,0.7790824744477062,0.8197411557993529,0.7767897319419743,0.7805074032012685,0.7303241980758104
0.8274229145685572,0.7895605219739013,0.7911033019777582,0.7887248494718122,0.7706507531766269,0.7629689944074225,0.7830465619576165,0.7669759369174398,0.7625083031562707,0.7494053868735134
0.8095952345239883,0.81615204954038,0.8072596370181491,0.8052990207632476,0.7714007156785017,0.7527373631318434,0.7699007906747519,0.7645974844114936,0.7513660031284151,0.7895176669737941
0.7838822344597056,0.8133129057832823,0.792356810730892,0.8229552808073881,0.782671580706679,0.7429771368574428,0.8074310570185775,0.7323276693308192,0.7843429257108573,0.7898926482247315
0.8071739270179349,0.7683151556707879,0.7769504381923762,0.7944031369860078,0.7766611669416529,0.7749469669373674,0.7509053118772633,0.7681008806702522,0.7397630118494075,0.7074074867685185
0.7810268906844512,0.8249112906673508,0.7901214901660932,0.801964430763969,0.7710123551793424,0.7150506605104527,0.7899405754349964,0.7630516970392082,0.7349093071662206,0.72227566157924
0.8249330954504906,0.8088972431077694,0.8353723291279045,0.789845376152245,0.7860328788071874,0.789112612038571,0.7743829913767468,0.7667048978378148,0.735546493352024,0.7036128456735058
0.8255278025572406,0.7874028291066649,0.7985960664372797,0.7601949789728559,0.810267193407247,0.8225330274839642,0.8099698398538719,0.769720912450618,0.7509663990484685,0.7506902850346203
0.7848222250541609,0.8117752007136486,0.796950002123954,0.7815088568879828,0.7815088568879828,0.769720912450618,0.8028439743426363,0.7630729365787349,0.7919480905653965,0.7424918227772821
0.7863939509791428,0.7766662418758762,0.7923560343721945,0.8107238435070727,0.7782167282613313,0.8023873242428103,0.7989146595301814,0.7633063998973963,0.7718246334060109,0.7453697803831613
0.789228395723071,0.8133129057832823,0.7526195118815487,0.7845464869613663,0.7736934581842336,0.7726542244316356,0.8015813495039534,0.7436842443592107,0.7470697893676744,0.7694829544237074
0.8225802995564507,0.781128800702822,0.7972422807431057,0.8298442220746105,0.8098095095245237,0.7862606869656517,0.7840107994600269,0.7807109644517775,0.7668580856671452,0.7878463219696158
0.8047526195118815,0.8169877220424694,0.7967387344918468,0.7759540594398852,0.7899355032248386,0.7485697143714243,0.7719042619297607,0.7524052368810131,0.7678973194197434,0.7565835993914589
0.782671580706679,0.8092631082731578,0.7635153956587885,0.8029205682573014,0.7548265443870664,0.7468126593670317,0.8049668945124172,0.7327026505817567,0.7565835993914589,0.7686472819216181
0.8047526195118815,0.8015384945038462,0.8031669845079175,0.7862606869656517,0.7935246094838114,0.8003278407508194,0.7448091881120229,0.7674794831686986,0.7517838393794597,0.7714864256787161
