df_2_cv,df_2_tf,df_3_cv,df_3_tf,df_4_cv,df_4_tf
0.8100866573212693,0.8052440423091627,0.7763688883225012,0.7865107684465401,0.7748821205556263,0.763210993585659
0.8324943715220254,0.8129646149271483,0.8046493352024129,0.8117752007136486,0.7818486895204113,0.7875833651926427
0.820844484091585,0.8138779151268,0.7985960664372797,0.8046705747419395,0.7639862367783866,0.7647190008920607
0.7951234017246506,0.7949641051781998,0.7584108576526061,0.7579329680132535,0.7540036532007987,0.752792999447772
0.794739429695182,0.7915010046599118,0.7548629814886068,0.7536659398914113,0.7335620537813689,0.723985721003805
0.7979065332447663,0.798324369495811,0.7815037819537595,0.7772825644432064,0.7629689944074225,0.7705221881763054
0.8024170220060425,0.7886391394715979,0.7796288756990722,0.7832608369581522,0.7700293556750734,0.7732863356832158
0.8064668195161669,0.829426385823566,0.8185305020463262,0.7992457519981144,0.7518695493796739,0.7740791531851979
0.8068418007671044,0.81615204954038,0.7643832094109579,0.7709078831772698,0.7270350768175877,0.7422593156056483
0.7983672244959181,0.7802074182005185,0.7620476119051189,0.775118386937796,0.735916775589792,0.7412200818530501
0.8412663013465869,0.8287031137164945,0.7931375047788963,0.7958561658383246,0.7772609489826261,0.7547364173144726
0.8185824731319825,0.8100866573212693,0.7871267150928167,0.7907799158914235,0.7753387706554522,0.7782379678008581
0.8302111210228962,0.8241578522577631,0.7901214901660932,0.8020899706894355,0.7588462682129051,0.7823265791597639
0.7780361921753537,0.7895267830593432,0.747748608810161,0.7485663310819421,0.7514230491482945,0.7323499426532434
0.8019430550211619,0.8269206104912146,0.7922919071437732,0.8112201273994271,0.7593625753494935,0.7686396477277585
0.7999957144999892,0.7952388094880969,0.764136793160342,0.7596691593991729,0.7501982043754956,0.7488161306220403
0.8057168570142921,0.8015384945038462,0.7613405044033511,0.7701472069253679,0.7352953780882385,0.7614262144035655
0.7859285607148214,0.774614840686537,0.753208768133022,0.7529516381323792,0.7679401744198504,0.7624654481561637
0.8173627032934067,0.8201161370502903,0.7802502732006257,0.7666438106666095,0.7375881205939703,0.7523195268807988
0.7984529344961323,0.8077203282693008,0.7800038569500098,0.7764147506910368,0.7848464719621161,0.7579656731449141
0.8400556475935601,0.8287031137164945,0.7963340554776772,0.7707510301176672,0.7772609489826261,0.74452019880209
0.8184231765855317,0.8100866573212693,0.7882948897667901,0.8052865213882163,0.7710908627500956,0.7758166602948048
0.8302111210228962,0.8241578522577631,0.7960154623847755,0.7961959984707532,0.7588462682129051,0.7823265791597639
0.7848434645936876,0.7887727794061425,0.7562444246208743,0.7532284100080711,0.7595790323265791,0.7255426702349093
0.8011307767944936,0.8265037835064768,0.8051814800564319,0.8120537813689026,0.7593625753494935,0.7686396477277585
0.8096380895240951,0.7866356682165893,0.7584585056461461,0.7620476119051189,0.7363346118408365,0.7439842293599606
0.8055882920139708,0.799117186997793,0.7484090081210225,0.7603869806509674,0.76334397565836,0.7548693993871736
0.7750326769375817,0.774614840686537,0.7575478368938695,0.750369624375924,0.7552015256380038,0.7624654481561637
0.8213696458034241,0.8217446270543616,0.7842572157106431,0.7757826394394567,0.7364631768411579,0.7523195268807988
0.7968244444920611,0.7940710107351775,0.7924853757312135,0.7679401744198504,0.7642653581606634,0.7820501832051254
