df_2_cv,df_2_tf,df_3_cv,df_3_tf
0.4997174563764864,0.5226539783235584,0.4758939236208358,0.4429808019956226
0.534251280607478,0.5272356320971003,0.5163190034540969,0.5207439467927899
0.5149487348918467,0.5006315603108811,0.48425465912892623,0.5011182954112404
0.47057540533581144,0.4712614354477684,0.4432245632175193,0.4170528972969806
0.5300834301651863,0.5276374272478851,0.5311620877495731,0.5225178033352287
0.4566695721496714,0.449011523241919,0.44520164031512593,0.4634390504919245
0.513790015685023,0.5180631550528086,0.4836623083603846,0.4888459382413831
0.4994934443602619,0.49909984357891685,0.47235899004487075,0.4635631075400955
0.5108135857231738,0.49959284792945396,0.5108135857231738,0.5108135857231738
0.513790015685023,0.5081226992201283,0.44942903506103216,0.480777092396921
0.47134672193223603,0.4635270091779733,0.4646961605781153,0.4676086270082792
0.4928755271723012,0.48586829577914054,0.459214786045048,0.487664470288154
0.45422605506741054,0.4556887019670924,0.4499955025309246,0.4383519182216545
0.5156566615221733,0.4996015471116917,0.4577919025967712,0.4577919025967712
0.4515048486497325,0.4641478209518944,0.41777494801610926,0.4217931286087904
0.5023890445552879,0.4952305576449638,0.503182098678113,0.496074385755992
0.5437688976900678,0.561224403174795,0.5239958217926219,0.5238884645139061
0.49909984357891685,0.5113328564773636,0.4787933319960705,0.47377478661018696
0.5125253407344523,0.49607512141250504,0.49088149107093326,0.47084942726543216
0.496074385755992,0.4994934443602619,0.4599749686662522,0.4599749686662522
0.5298509324708617,0.5320099993516443,0.4944503256587713,0.4912785978291027
0.5392872800107905,0.5108484533604144,0.5027401511829447,0.4903714159096663
0.4638620696782732,0.4699046920578448,0.45450855197483786,0.4637331536420465
0.49348072490243206,0.4983285935268033,0.4710788070757206,0.4710788070757206
0.4885262710152652,0.4750870816000815,0.4938478342452624,0.46648009561795717
0.5441551212597614,0.5395081064615711,0.5027011189809016,0.49388374697452553
0.45733787812230803,0.47163887832144175,0.44971954957683663,0.44412345138735454
0.4445048107452217,0.4240387391279143,0.4186712737176624,0.4003020080808469
0.47553798321510593,0.48383430242383996,0.44110702651813216,0.4406276512232883
0.5089851164528341,0.5114942733015636,0.471743976998363,0.47629589459205046
