df_2_cv,df_2_tf,df_3_cv,df_3_tf
0.7270531400966184,0.6859903381642513,0.6183574879227053,0.644927536231884
0.6852300242130751,0.6537530266343826,0.6150121065375302,0.6150121065375302
0.6319612590799032,0.6682808716707022,0.6755447941888619,0.6852300242130751
0.6876513317191283,0.648910411622276,0.6295399515738499,0.6004842615012107
0.6803874092009685,0.6246973365617433,0.6852300242130751,0.648910411622276
0.6852300242130751,0.7094430992736077,0.6803874092009685,0.6803874092009685
0.6634382566585957,0.7288135593220338,0.6101694915254238,0.6682808716707022
0.6343825665859564,0.6150121065375302,0.6464891041162227,0.6924939467312349
0.6416464891041163,0.612590799031477,0.6295399515738499,0.6295399515738499
0.7239709443099274,0.7336561743341404,0.6876513317191283,0.6876513317191283
0.6594202898550725,0.6714975845410628,0.6256038647342995,0.6256038647342995
0.6973365617433414,0.7627118644067796,0.6537530266343826,0.639225181598063
0.6731234866828087,0.6537530266343826,0.6029055690072639,0.6658595641646489
0.6779661016949152,0.6707021791767555,0.6101694915254238,0.6150121065375302
0.6707021791767555,0.7263922518159807,0.6101694915254238,0.5956416464891041
0.6707021791767555,0.6561743341404358,0.639225181598063,0.6755447941888619
0.6949152542372882,0.6658595641646489,0.6949152542372882,0.6682808716707022
0.6755447941888619,0.6610169491525424,0.6513317191283293,0.6513317191283293
0.6973365617433414,0.6997578692493946,0.6077481840193705,0.6077481840193705
0.6707021791767555,0.6658595641646489,0.6513317191283293,0.6513317191283293
0.7222222222222222,0.6763285024154589,0.6376811594202898,0.6376811594202898
0.6779661016949152,0.6561743341404358,0.5980629539951574,0.5980629539951574
0.7021791767554479,0.7021791767554479,0.6852300242130751,0.6731234866828087
0.6658595641646489,0.6585956416464891,0.6271186440677966,0.6029055690072639
0.6464891041162227,0.6343825665859564,0.6852300242130751,0.6876513317191283
0.6973365617433414,0.6852300242130751,0.6658595641646489,0.6537530266343826
0.6852300242130751,0.6779661016949152,0.7215496368038741,0.6682808716707022
0.6343825665859564,0.6150121065375302,0.612590799031477,0.6222760290556901
0.6416464891041163,0.612590799031477,0.6295399515738499,0.6198547215496368
0.7506053268765133,0.7336561743341404,0.6876513317191283,0.6876513317191283
