w1,w2,w3,w4,w5,w6,w7,w8,w9,w10
0.6714975845410628,0.7270531400966184,0.7796610169491526,0.7536231884057971,0.6570048309178744,0.644927536231884,0.7632850241545893,0.7772397094430993,0.7239709443099274,0.6594202898550725
0.6707021791767555,0.6682808716707022,0.6513317191283293,0.7191283292978208,0.7167070217917676,0.7312348668280871,0.6876513317191283,0.7457627118644068,0.8401937046004843,0.7481840193704601
0.7263922518159807,0.6537530266343826,0.6900726392251816,0.6077481840193705,0.7288135593220338,0.801452784503632,0.7796610169491526,0.7021791767554479,0.711864406779661,0.87409200968523
0.6682808716707022,0.7312348668280871,0.6707021791767555,0.7046004842615012,0.6876513317191283,0.8087167070217918,0.7021791767554479,0.7409200968523002,0.6973365617433414,0.7239709443099274
0.7506053268765133,0.6610169491525424,0.6835748792270532,0.6924939467312349,0.6949152542372882,0.6271186440677966,0.8305084745762712,0.7125603864734299,0.785024154589372,0.7602905569007264
0.6513317191283293,0.7409200968523002,0.7167070217917676,0.6779661016949152,0.6803874092009685,0.7288135593220338,0.6416464891041163,0.7917675544794189,0.7966101694915254,0.7651331719128329
0.6973365617433414,0.6949152542372882,0.6803874092009685,0.6949152542372882,0.6271186440677966,0.6731234866828087,0.6707021791767555,0.8619854721549637,0.7094430992736077,0.7288135593220338
0.6682808716707022,0.7723970944309927,0.6924939467312349,0.6682808716707022,0.7263922518159807,0.7481840193704601,0.738498789346247,0.6755447941888619,0.7990314769975787,0.7772397094430993
0.6537530266343826,0.6924939467312349,0.738498789346247,0.7215496368038741,0.6295399515738499,0.6755447941888619,0.7191283292978208,0.8038740920096852,0.8135593220338984,0.8135593220338984
0.7263922518159807,0.6828087167070218,0.6779661016949152,0.6585956416464891,0.6876513317191283,0.7070217917675545,0.738498789346247,0.6634382566585957,0.738498789346247,0.7191283292978208
0.7753623188405797,0.7270531400966184,0.7796610169491526,0.7536231884057971,0.6570048309178744,0.644927536231884,0.7632850241545893,0.7772397094430993,0.7239709443099274,0.6594202898550725
0.6803874092009685,0.6682808716707022,0.6513317191283293,0.7191283292978208,0.7167070217917676,0.7312348668280871,0.6876513317191283,0.7457627118644068,0.8401937046004843,0.7481840193704601
0.6900726392251816,0.6537530266343826,0.6900726392251816,0.6077481840193705,0.7288135593220338,0.801452784503632,0.7796610169491526,0.7021791767554479,0.711864406779661,0.87409200968523
0.6610169491525424,0.7312348668280871,0.6707021791767555,0.7046004842615012,0.6876513317191283,0.8087167070217918,0.7021791767554479,0.7409200968523002,0.6973365617433414,0.7239709443099274
0.6610169491525424,0.6610169491525424,0.6835748792270532,0.6924939467312349,0.6949152542372882,0.6271186440677966,0.8305084745762712,0.7125603864734299,0.785024154589372,0.7602905569007264
0.7312348668280871,0.7409200968523002,0.7167070217917676,0.6779661016949152,0.6803874092009685,0.7288135593220338,0.6416464891041163,0.7917675544794189,0.7966101694915254,0.7651331719128329
0.6004842615012107,0.6949152542372882,0.6803874092009685,0.6949152542372882,0.6271186440677966,0.6731234866828087,0.6707021791767555,0.8619854721549637,0.7094430992736077,0.7288135593220338
0.6900726392251816,0.7723970944309927,0.6924939467312349,0.6682808716707022,0.7263922518159807,0.7481840193704601,0.738498789346247,0.6755447941888619,0.7990314769975787,0.7772397094430993
0.7021791767554479,0.6924939467312349,0.738498789346247,0.7215496368038741,0.6295399515738499,0.6755447941888619,0.7191283292978208,0.8038740920096852,0.8135593220338984,0.8135593220338984
0.6949152542372882,0.6828087167070218,0.6779661016949152,0.6585956416464891,0.6876513317191283,0.7070217917675545,0.738498789346247,0.6634382566585957,0.738498789346247,0.7191283292978208
0.7753623188405797,0.7270531400966184,0.7796610169491526,0.7536231884057971,0.6570048309178744,0.644927536231884,0.7632850241545893,0.7772397094430993,0.7239709443099274,0.6594202898550725
0.6803874092009685,0.6682808716707022,0.6513317191283293,0.7191283292978208,0.7167070217917676,0.7312348668280871,0.6876513317191283,0.7457627118644068,0.8401937046004843,0.7481840193704601
0.6900726392251816,0.6537530266343826,0.6900726392251816,0.6077481840193705,0.7288135593220338,0.801452784503632,0.7796610169491526,0.7021791767554479,0.711864406779661,0.87409200968523
0.6610169491525424,0.7312348668280871,0.6707021791767555,0.7046004842615012,0.6876513317191283,0.8087167070217918,0.7021791767554479,0.7409200968523002,0.6973365617433414,0.7239709443099274
0.6610169491525424,0.6610169491525424,0.6835748792270532,0.6924939467312349,0.6949152542372882,0.6271186440677966,0.8305084745762712,0.7125603864734299,0.785024154589372,0.7602905569007264
0.7312348668280871,0.7409200968523002,0.7167070217917676,0.6779661016949152,0.6803874092009685,0.7288135593220338,0.6416464891041163,0.7917675544794189,0.7966101694915254,0.7651331719128329
0.6004842615012107,0.6949152542372882,0.6803874092009685,0.6949152542372882,0.6271186440677966,0.6731234866828087,0.6707021791767555,0.8619854721549637,0.7094430992736077,0.7288135593220338
0.6900726392251816,0.7723970944309927,0.6924939467312349,0.6682808716707022,0.7263922518159807,0.7481840193704601,0.738498789346247,0.6755447941888619,0.7990314769975787,0.7772397094430993
0.7021791767554479,0.6924939467312349,0.738498789346247,0.7215496368038741,0.6295399515738499,0.6755447941888619,0.7191283292978208,0.8038740920096852,0.8135593220338984,0.8135593220338984
0.6949152542372882,0.6828087167070218,0.6779661016949152,0.6585956416464891,0.6876513317191283,0.7070217917675545,0.738498789346247,0.6634382566585957,0.738498789346247,0.7191283292978208
