df_2_cv,df_2_tf,df_3_cv,df_3_tf
0.5468971281546213,0.5292523906416761,0.4712737011911038,0.49331899765644777
0.5304459686195394,0.5098561619780897,0.47039448587750826,0.47039448587750826
0.4699046920578448,0.4798264680661421,0.465113947138788,0.42459478575056875
0.5044194707022057,0.48425465912892623,0.467883569592624,0.4587270130788175
0.4907231153696514,0.4783022253322837,0.5022006135747893,0.4628243130709053
0.5146886764470786,0.5160543004544499,0.4818534133471209,0.4889631948548624
0.45234214202722683,0.4647122636321772,0.4430737115187087,0.44240875824521503
0.4486582750825137,0.4324875898516208,0.4087614158477127,0.42211795513692557
0.4836623083603846,0.46692542383656,0.44457523850577707,0.44457523850577707
0.5161144685290943,0.5047548299953497,0.46723034933333296,0.46723034933333296
0.46277669058501075,0.4663880662527329,0.45544856309209963,0.45544856309209963
0.4712078705123698,0.4815796663420255,0.459902754063787,0.4330460568853782
0.44876594593301017,0.4314322919224577,0.42430138891989294,0.4422050502838789
0.5026738364081446,0.4961690714588395,0.4447071618872807,0.44866293923257283
0.46781681484425447,0.4854748583272352,0.4229984758716233,0.411159611713521
0.5016376597941045,0.4817258728395427,0.4455682136761538,0.484580203268312
0.5519172578292518,0.5403332415623634,0.530657501914888,0.4994934443602619
0.5130810652135683,0.5002761718339128,0.4703523728414185,0.4703523728414185
0.5116691521238121,0.499796886091799,0.42653015852295756,0.42653015852295756
0.4945000028498149,0.4973577793372126,0.48471743990654126,0.4775328926782377
0.5421554075258419,0.5205732157079902,0.48722028849785604,0.48722028849785604
0.5380887698705865,0.5119328564494436,0.4714347395679822,0.4714347395679822
0.4687855457598094,0.48283178286949946,0.42459478575056875,0.46291945835275705
0.4918756767964039,0.48549810012406497,0.4658693917391271,0.46065602086666635
0.47502859335542047,0.4863197459861574,0.5022006135747893,0.5044194707022057
0.5116691521238121,0.5146886764470786,0.4830624110048261,0.4724507233423576
0.45079056214734353,0.4440905472422435,0.4503629116929951,0.44240875824521503
0.4486582750825137,0.4324875898516208,0.4159694316169297,0.40956426366746224
0.4836623083603846,0.4742335520008693,0.44457523850577707,0.4510036628014786
0.5152483262488089,0.5047548299953497,0.46723034933333296,0.46723034933333296
