df_2_cv,df_2_tf,df_3_cv,df_3_tf,df_4_cv,df_4_tf
0.5295275517837652,0.5232453066606193,0.45865166023050774,0.4765927083176079,0.4767468489197139,0.4843794692039563
0.5450202385974956,0.5271785274546927,0.5172870158174426,0.5179335504728897,0.5607268552914341,0.5195633037513124
0.5331615169082005,0.5309993225113218,0.4883011102916346,0.5068980441331377,0.4951667946895908,0.4938478342452624
0.551897790251216,0.5481285952093184,0.4876379585869331,0.5191698202137346,0.47767284873415894,0.4885447358061901
0.47498128708461745,0.4570941650610521,0.42251497267280064,0.44174349335502777,0.44617445580444365,0.4451066057327523
0.5010021318494603,0.4867672404104487,0.42921334780845494,0.4289755838937143,0.3894011487807917,0.37762173261856014
0.5116664156210119,0.5116664156210119,0.42599694604474436,0.4267456343974434,0.3819262801202902,0.3666771050031425
0.4879534796491384,0.4925445727196048,0.4227527430992765,0.45390042434798744,0.42721034190247703,0.38229211143235403
0.4323822136432154,0.4727777417448682,0.41989239788103977,0.5090282762225895,0.41933524431910113,0.3694103905592689
0.5142516590805185,0.5136715732854367,0.4601365018300325,0.4748344170676558,0.47666694397888343,0.5259705769622831
0.5667848273064097,0.5551418769697322,0.44354120591272406,0.4714347395679822,0.42570285362809507,0.43605934864042056
0.5424988764542189,0.49959069942378975,0.5220027510363727,0.4843794692039563,0.4599415461387041,0.5033275408890665
0.4759575107584363,0.504097077081769,0.47552754182608326,0.5061535560631958,0.48800766673561813,0.5168195026014074
0.4457645722576713,0.46885523645747,0.3875070604070312,0.4148550609288279,0.42330091445645635,0.43353292745250077
0.5506540182586228,0.542921467904897,0.5176287309483365,0.4872031538791981,0.4058007377037623,0.48059972368352827
0.516493083694598,0.49170204992707117,0.40791744622708637,0.42195324954733726,0.46687211107360727,0.3939765730038016
0.49170204992707117,0.5394766907040133,0.41010137585288675,0.4667239999753695,0.4835901350698794,0.48812754063123226
0.4833882455560612,0.4693134249965042,0.4550628855912602,0.4352795626634411,0.5116644589256539,0.5120315116326877
0.5373594783271105,0.5183773918987451,0.40300293230055906,0.4402588973550476,0.4195384798733005,0.40326267269762556
0.4796523075329329,0.4818534133471209,0.4996676413355036,0.4572868959549557,0.48886523800692994,0.47377446148191166
0.5598531620731133,0.5467675678135834,0.44354120591272406,0.436958408896704,0.44324001965528914,0.44220947833433605
0.5528415658542739,0.49959069942378975,0.5079455974120524,0.4736855654330359,0.4885447358061901,0.4621210607276258
0.5066476918871691,0.5163190034540969,0.4876157644756042,0.4556887019670924,0.464870155220032,0.5059529533853175
0.46692635375420605,0.46885523645747,0.4104461329408798,0.4148550609288279,0.42330091445645635,0.40630857098236195
0.5495354541802913,0.5464368339926821,0.4800518944086469,0.4872031538791981,0.3951925506787584,0.4464986897010137
0.5075849694987213,0.490259712659909,0.41253712764916156,0.42195324954733726,0.46687211107360727,0.41088088200128803
0.49388374697452553,0.5293050346272347,0.41010137585288675,0.47767717283555367,0.4843887716906413,0.45496883162009294
0.48314166032347683,0.46693442532385604,0.4550628855912602,0.4982751212297007,0.4926032363961059,0.5120315116326877
0.540145316242282,0.5230558205606568,0.4298868515340369,0.4636147246946124,0.4112120241271016,0.40590869523838496
0.4523322834342832,0.5008125629118999,0.4636147246946124,0.4713989629705667,0.5203371095906232,0.49744767157167563
