w1,w2,w3,w4,w5,w6,w7,w8,w9,w10
0.6376811594202898,0.7077294685990339,0.648910411622276,0.7077294685990339,0.6884057971014492,0.6980676328502415,0.7198067632850241,0.7336561743341404,0.6416464891041163,0.5676328502415459
0.7360774818401937,0.6271186440677966,0.6852300242130751,0.6779661016949152,0.6416464891041163,0.5907990314769975,0.6271186440677966,0.6731234866828087,0.7651331719128329,0.6440677966101694
0.6949152542372882,0.7239709443099274,0.648910411622276,0.6246973365617433,0.7191283292978208,0.6029055690072639,0.7578692493946732,0.5472154963680388,0.6416464891041163,0.7046004842615012
0.6610169491525424,0.6973365617433414,0.7772397094430993,0.6513317191283293,0.6755447941888619,0.7021791767554479,0.7046004842615012,0.6658595641646489,0.6828087167070218,0.6537530266343826
0.6464891041162227,0.6658595641646489,0.7777777777777778,0.7263922518159807,0.6924939467312349,0.6537530266343826,0.612590799031477,0.8357487922705314,0.6183574879227053,0.6949152542372882
0.7820823244552058,0.6828087167070218,0.6319612590799032,0.6319612590799032,0.8038740920096852,0.612590799031477,0.7627118644067796,0.6101694915254238,0.6464891041162227,0.7021791767554479
0.7167070217917676,0.711864406779661,0.7215496368038741,0.7167070217917676,0.648910411622276,0.7070217917675545,0.6029055690072639,0.6368038740920097,0.559322033898305,0.738498789346247
0.6634382566585957,0.7167070217917676,0.6900726392251816,0.7433414043583535,0.6585956416464891,0.6755447941888619,0.774818401937046,0.6368038740920097,0.6876513317191283,0.7167070217917676
0.6707021791767555,0.7191283292978208,0.7070217917675545,0.6852300242130751,0.6319612590799032,0.6150121065375302,0.7699757869249395,0.6949152542372882,0.7142857142857143,0.711864406779661
0.6610169491525424,0.8280871670702179,0.6537530266343826,0.7021791767554479,0.6343825665859564,0.6707021791767555,0.6610169491525424,0.6440677966101694,0.6658595641646489,0.5835351089588378
0.6304347826086957,0.6714975845410628,0.6634382566585957,0.6304347826086957,0.6256038647342995,0.6690821256038647,0.7753623188405797,0.6004842615012107,0.7481840193704601,0.5772946859903382
0.7336561743341404,0.7602905569007264,0.7288135593220338,0.7021791767554479,0.6755447941888619,0.6416464891041163,0.6295399515738499,0.7021791767554479,0.8716707021791767,0.7288135593220338
0.6949152542372882,0.7215496368038741,0.6440677966101694,0.7142857142857143,0.6222760290556901,0.6900726392251816,0.7530266343825666,0.7578692493946732,0.5786924939467313,0.7288135593220338
0.6610169491525424,0.6852300242130751,0.7554479418886199,0.6924939467312349,0.7699757869249395,0.6440677966101694,0.6973365617433414,0.8111380145278451,0.7167070217917676,0.6779661016949152
0.6246973365617433,0.648910411622276,0.7294685990338164,0.6682808716707022,0.6174334140435835,0.6343825665859564,0.6585956416464891,0.6304347826086957,0.6014492753623188,0.6561743341404358
0.8208232445520581,0.6610169491525424,0.6634382566585957,0.6150121065375302,0.738498789346247,0.6464891041162227,0.6610169491525424,0.6682808716707022,0.6924939467312349,0.7651331719128329
0.7457627118644068,0.6876513317191283,0.6634382566585957,0.7312348668280871,0.6803874092009685,0.7070217917675545,0.7312348668280871,0.711864406779661,0.648910411622276,0.7070217917675545
0.6658595641646489,0.8329297820823245,0.6803874092009685,0.7506053268765133,0.6973365617433414,0.6416464891041163,0.6198547215496368,0.648910411622276,0.6658595641646489,0.7941888619854721
0.6707021791767555,0.7481840193704601,0.7070217917675545,0.7021791767554479,0.7433414043583535,0.6150121065375302,0.7651331719128329,0.6707021791767555,0.5786924939467313,0.6924939467312349
0.6634382566585957,0.6900726392251816,0.6537530266343826,0.6997578692493946,0.7820823244552058,0.6440677966101694,0.6682808716707022,0.6101694915254238,0.5690072639225182,0.6174334140435835
0.6352657004830918,0.6835748792270532,0.6513317191283293,0.7222222222222222,0.7004830917874396,0.5483091787439613,0.6545893719806763,0.7651331719128329,0.6828087167070218,0.7463768115942029
0.7360774818401937,0.6610169491525424,0.7820823244552058,0.6973365617433414,0.6610169491525424,0.6876513317191283,0.6585956416464891,0.7966101694915254,0.6997578692493946,0.6440677966101694
0.6973365617433414,0.6828087167070218,0.6561743341404358,0.639225181598063,0.6924939467312349,0.7820823244552058,0.6973365617433414,0.7070217917675545,0.7046004842615012,0.6029055690072639
0.6222760290556901,0.6755447941888619,0.8280871670702179,0.6731234866828087,0.6295399515738499,0.6658595641646489,0.7046004842615012,0.6755447941888619,0.6004842615012107,0.8087167070217918
0.6343825665859564,0.7263922518159807,0.7342995169082126,0.7021791767554479,0.7167070217917676,0.7312348668280871,0.7336561743341404,0.644927536231884,0.6811594202898551,0.7990314769975787
0.7820823244552058,0.7021791767554479,0.7481840193704601,0.648910411622276,0.6561743341404358,0.6440677966101694,0.6513317191283293,0.7046004842615012,0.6513317191283293,0.7699757869249395
0.6973365617433414,0.6949152542372882,0.7215496368038741,0.711864406779661,0.6682808716707022,0.6295399515738499,0.7070217917675545,0.6537530266343826,0.5714285714285714,0.8498789346246973
0.6585956416464891,0.7675544794188862,0.6803874092009685,0.7409200968523002,0.774818401937046,0.6464891041162227,0.6585956416464891,0.6537530266343826,0.6537530266343826,0.8498789346246973
0.6803874092009685,0.6803874092009685,0.7070217917675545,0.7336561743341404,0.7070217917675545,0.6658595641646489,0.7723970944309927,0.6271186440677966,0.5932203389830508,0.7723970944309927
0.6610169491525424,0.6876513317191283,0.7336561743341404,0.648910411622276,0.6731234866828087,0.6924939467312349,0.6949152542372882,0.6416464891041163,0.6053268765133172,0.5980629539951574
