,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10
0,0.32522711809629584,0.2623961144903978,0.2176116400639143,0.20960398606260036,0.20267863616368584,0.19538180334703464,0.21505800802915986,0.2134856340263465,0.2164530769267909,0.20128369165989518
1,0.3317511133873614,0.3122710146142819,0.20411021363287213,0.2136618758947433,0.19949070392365198,0.19750302076866583,0.20935196411784876,0.2112292834242084,0.19918708316237388,0.204129109913936
2,0.32484723689902134,0.2805121804003572,0.22276684316241974,0.19470434713010568,0.20419227639680596,0.19429393810797047,0.20791579649219671,0.20967612833001079,0.20227328546514706,0.20173700973282277
3,0.32910306349960616,0.2729495924873874,0.21677144431505838,0.2036458234811734,0.20067267924766638,0.20230210781689623,0.1961469356566441,0.2045187035114608,0.21080287043532459,0.20147922700312568
4,0.32034146702125893,0.2858133714556914,0.22622956421841933,0.2167309602129313,0.20032657971360063,0.19876375234411556,0.2088488295473577,0.20293413406380903,0.20267088601911312,0.20047058949744723
5,0.32088199665974815,0.2844348355202415,0.22555423769753566,0.21660922363985746,0.20869921847007902,0.19196851831579276,0.20403531418728063,0.21135209653551415,0.21414769726932603,0.2064838372508916
6,0.32319821689731676,0.2991210387732424,0.2182211620051521,0.20249808372531866,0.2026564708065492,0.19862913298062415,0.2086513274545526,0.2091754054944818,0.20499846655762136,0.20487441947967205
7,0.32094535087240955,0.30107591356983643,0.21298802701578512,0.20469334389529897,0.2002469421126986,0.202210078542326,0.21403057560191174,0.2020782527163995,0.20603408595889514,0.1958322853447751
8,0.3183855945265244,0.2720979564945174,0.20668275215952264,0.2261410225310335,0.21031596218133708,0.21395616614948193,0.2074448977106011,0.21563436612662312,0.20359670245891917,0.20492304246750384
9,0.3179326799437693,0.26890856114681855,0.22962574024532897,0.2055508667399626,0.2053028953799682,0.2118692966804982,0.21485269687170636,0.20536311395700355,0.21034392790317702,0.20922874181316067
10,0.32104393242464013,0.2701082942694884,0.22209860568016987,0.2027821069053878,0.2127005429026639,0.19920948437855612,0.20486672902976338,0.2128594235976572,0.1947433498343183,0.19246456032947826
11,0.3141144330944195,0.2729957893129742,0.20622024318758575,0.2062581661918061,0.204559599042008,0.20461149681994695,0.20887991557710375,0.20081017841225096,0.2092702310437018,0.20189518587066058
12,0.3024578262306524,0.2851954005139478,0.2153437063375791,0.20582635501626692,0.19707553005087486,0.19234787819481214,0.20188676564122132,0.2130958457220197,0.20949162671275823,0.2076309583926071
13,0.3184616900586562,0.27632077476781525,0.22000218450263928,0.21095517015728452,0.21072496878198504,0.2177269296479589,0.20549211027782827,0.21107051844222774,0.20391739698829642,0.20028747488103224
14,0.32552098743561236,0.2757159969416351,0.21614214810695478,0.19851241438012834,0.20507440239046804,0.20631245943411533,0.19820007893576208,0.20891616470907332,0.21223144236680458,0.21524524852973115
15,0.3238717047586052,0.2743624378965439,0.21362417377429022,0.1999357180118866,0.20370879069170472,0.21558833293360977,0.20583780231176052,0.19974518550835688,0.18851078587888295,0.2126041719244284
16,0.3347028327872056,0.26494883175685696,0.21879797708252954,0.20233911129069507,0.2151617109220433,0.20812270371731406,0.20641502039839413,0.1985950130246628,0.19680011760136826,0.197939260641322
17,0.3172931509805798,0.2749237422333527,0.2320471516450692,0.2007901191703978,0.19360115603549077,0.21226753121750588,0.211759482512204,0.2054904026262227,0.19643678817085028,0.20671251794120388
18,0.3220579190462105,0.26987020714237747,0.22775065880578038,0.20263730462438867,0.20428337264854604,0.20762822488260685,0.2115158748326846,0.19985374737801023,0.21846492563223835,0.21160197977327444
19,0.3389108111181161,0.2829625904837565,0.20877805316912332,0.2033638832703961,0.19520737307538447,0.19445655498590242,0.19311815173144592,0.20439285215371913,0.20937470325488844,0.20669431714005812
20,0.31264748607614434,0.2789075311843631,0.223076022222963,0.21935395467800473,0.20336198727579521,0.20025241287205187,0.1933477505085305,0.19675143076861112,0.2098712192140465,0.2186073064111007
21,0.324056555686875,0.28175393170162655,0.2231683078623179,0.2205394619889196,0.20289870781790748,0.2065955463656347,0.2076502927993861,0.20900095728259482,0.2077081930958591,0.200041071384748
22,0.32403809134057343,0.28639586834682634,0.21665254031911374,0.20141049582417567,0.21376189990609273,0.20500230339705294,0.19007962167871598,0.21139845173645894,0.2041394940876758,0.20089381853636928
23,0.32512431851572793,0.2566739770918575,0.22322254179402995,0.22141632771227746,0.20641841996584007,0.21643719122574662,0.2051814009022511,0.2011044626500775,0.20042720456645124,0.20555073747584407
24,0.3164264163796455,0.27149787495022626,0.22130551839433313,0.20792781402155927,0.22500377979954958,0.20734955331010962,0.21003479622416352,0.2044830231916295,0.21881687273107606,0.20263411235289658
25,0.30896553251056974,0.26735254056700436,0.20812499048647526,0.20296685888232108,0.21279263852138341,0.20302717609126528,0.21995590938978143,0.198009602035623,0.19761534787942733,0.21332874428502901
26,0.3274338891172019,0.25627041145770546,0.20659219030009818,0.2107342870697361,0.19753757545137163,0.21268010970700155,0.2225409567801427,0.198803381435878,0.2115112513868036,0.2057552019992592
27,0.31628126651662275,0.2819825086430251,0.21596977223553773,0.2008119435046833,0.2045710344816834,0.20559184154212623,0.19986486327952632,0.2004156030809607,0.20457468187556851,0.20988784111353959
28,0.32923371373408716,0.2788663168811058,0.20691791771060233,0.2088148722162345,0.20851104411805724,0.20555854396373766,0.20018721341227588,0.20842552516868756,0.20343727153574528,0.1971694816499963
29,0.31544448514142953,0.25107304232492894,0.20504589492771427,0.20109321092147237,0.210492426884502,0.21147910085907035,0.21489125633095482,0.20019427210966137,0.20341390646507723,0.2077871458237177
