Window_Size	JS_distance	Type
1	0.34286238950037	Random
1	0.335176381813232	Random
1	0.334282801411511	Random
1	0.316228368930763	Random
1	0.327947483792805	Random
1	0.349482309778169	Random
1	0.37372589215778	Random
1	0.347449801716368	Random
1	0.336621874836589	Random
1	0.348998380211913	Random
1	0.333803877057895	Random
1	0.36033821026416	Random
1	0.359223488284415	Random
1	0.344409229770937	Random
1	0.351339642193544	Random
1	0.335473907917308	Random
1	0.349709229506922	Random
1	0.342039307991311	Random
1	0.340916652084134	Random
1	0.334777241162298	Random
1	0.357214530342259	Random
1	0.339336172330955	Random
1	0.339932076083996	Random
1	0.331972409254285	Random
1	0.335775670019919	Random
1	0.324157735927546	Random
1	0.335198840386817	Random
1	0.333295661728132	Random
1	0.32890942908564	Random
1	0.350160231502994	Random
2	0.220144584418357	Random
2	0.215932773989167	Random
2	0.238296855749523	Random
2	0.215102535847332	Random
2	0.233078944940447	Random
2	0.22775427950196	Random
2	0.227288613192304	Random
2	0.243555366419247	Random
2	0.224156692258312	Random
2	0.228463475489934	Random
2	0.206585431108847	Random
2	0.237082028405819	Random
2	0.219466847495288	Random
2	0.239538431256445	Random
2	0.237604746348831	Random
2	0.22827618103587	Random
2	0.24362264625209	Random
2	0.220133281299207	Random
2	0.220348249304049	Random
2	0.227989334170343	Random
2	0.218814183379953	Random
2	0.236282548187174	Random
2	0.222644071516261	Random
2	0.215937708969235	Random
2	0.23805965019961	Random
2	0.231881420476717	Random
2	0.241547090704525	Random
2	0.232219446589418	Random
2	0.231865245309535	Random
2	0.229172685059244	Random
3	0.177459625258853	Random
3	0.188341200907458	Random
3	0.169543539762875	Random
3	0.18334155656788	Random
3	0.179560077623222	Random
3	0.169327080054765	Random
3	0.166092359798506	Random
3	0.186081023827312	Random
3	0.171508126007216	Random
3	0.170087178089692	Random
3	0.177485975440441	Random
3	0.183873586454145	Random
3	0.182593873355667	Random
3	0.182146063582042	Random
3	0.169599558463383	Random
3	0.170690809870858	Random
3	0.179945646740415	Random
3	0.179802183746016	Random
3	0.164267683024823	Random
3	0.191187688671892	Random
3	0.17715140459633	Random
3	0.180267269141829	Random
3	0.17360115145817	Random
3	0.186862939582977	Random
3	0.170862829592947	Random
3	0.173038043473876	Random
3	0.168708999830525	Random
3	0.191099549779029	Random
3	0.175930760948439	Random
3	0.177470751238384	Random
4	0.163808959971841	Random
4	0.169115088659096	Random
4	0.170056643698432	Random
4	0.165535901834834	Random
4	0.174442818899725	Random
4	0.154519822476158	Random
4	0.15658196224125	Random
4	0.151707051692277	Random
4	0.172065923151707	Random
4	0.167752938006615	Random
4	0.164800708578953	Random
4	0.169317773595287	Random
4	0.179734179730865	Random
4	0.160907889728761	Random
4	0.165651771182191	Random
4	0.170317994651928	Random
4	0.162278759714568	Random
4	0.167232091821906	Random
4	0.167071353350076	Random
4	0.160259573736733	Random
4	0.165084705638906	Random
4	0.166587300042033	Random
4	0.162878973733134	Random
4	0.180965563660357	Random
4	0.172524121932243	Random
4	0.17569150207359	Random
4	0.177428652850853	Random
4	0.163039769458486	Random
4	0.170005028828363	Random
4	0.167677451106574	Random
5	0.170232427559556	Random
5	0.178033265284729	Random
5	0.169595470042971	Random
5	0.168396332584006	Random
5	0.171386467649322	Random
5	0.157644409435653	Random
5	0.160813223410926	Random
5	0.164026191608125	Random
5	0.168445482516402	Random
5	0.175209290416023	Random
5	0.158699721553948	Random
5	0.161020293541221	Random
5	0.167641627697241	Random
5	0.168052157389853	Random
5	0.165583924548352	Random
5	0.159743895483633	Random
5	0.168027568717358	Random
5	0.162801540689755	Random
5	0.152308724309377	Random
5	0.169853999418895	Random
5	0.15755914399635	Random
5	0.150339922271063	Random
5	0.163157197314974	Random
5	0.168546812018593	Random
5	0.170121214212165	Random
5	0.157023211448657	Random
5	0.168346759159777	Random
5	0.167117797285471	Random
5	0.16849772619217	Random
5	0.169694201020687	Random
6	0.166055190001597	Random
6	0.162127952477769	Random
6	0.169086868220145	Random
6	0.161648637104415	Random
6	0.165279891368952	Random
6	0.16900568760971	Random
6	0.16235976047445	Random
6	0.152516689391118	Random
6	0.16905783131701	Random
6	0.161154831842737	Random
6	0.164225210990435	Random
6	0.167334426864114	Random
6	0.166827562020195	Random
6	0.166561278751779	Random
6	0.17264728174816	Random
6	0.173810227286351	Random
6	0.171699799192466	Random
6	0.164970944812214	Random
6	0.163274320175544	Random
6	0.172229083985845	Random
6	0.159567823485463	Random
6	0.164898417594557	Random
6	0.153321805638128	Random
6	0.172105351637537	Random
6	0.177989197999253	Random
6	0.166096198777867	Random
6	0.167202365428484	Random
6	0.167705527898764	Random
6	0.164743987633113	Random
6	0.163720713985684	Random
7	0.166364245520253	Random
7	0.177673030840442	Random
7	0.166650841786157	Random
7	0.156112833003455	Random
7	0.181409032725442	Random
7	0.161550734236878	Random
7	0.164953844465047	Random
7	0.154578494411182	Random
7	0.146068620410053	Random
7	0.162348666248584	Random
7	0.165221407831247	Random
7	0.171090351288832	Random
7	0.165170821693913	Random
7	0.155745945069807	Random
7	0.166155104456816	Random
7	0.164688165169813	Random
7	0.164797857732867	Random
7	0.1580598552049	Random
7	0.166267462632168	Random
7	0.163767322657099	Random
7	0.167125510721993	Random
7	0.160784535468749	Random
7	0.1562415762641	Random
7	0.170163228889734	Random
7	0.169707132641142	Random
7	0.16379123125389	Random
7	0.15199831633913	Random
7	0.169344516874899	Random
7	0.156838602682994	Random
7	0.166034288833766	Random
8	0.163091240577965	Random
8	0.168495229106053	Random
8	0.157368335665014	Random
8	0.15815755252628	Random
8	0.160295498426894	Random
8	0.179632519449436	Random
8	0.176999029578162	Random
8	0.167277872151595	Random
8	0.170221835608841	Random
8	0.156197643360198	Random
8	0.162606919576282	Random
8	0.157139358957342	Random
8	0.173197586408315	Random
8	0.166743082822336	Random
8	0.158650840331832	Random
8	0.158214369069376	Random
8	0.171720839241055	Random
8	0.16507016545653	Random
8	0.164052863744992	Random
8	0.165145839650216	Random
8	0.159084901202878	Random
8	0.169428885003993	Random
8	0.156353309661145	Random
8	0.163962510645416	Random
8	0.161617681013993	Random
8	0.162159085234961	Random
8	0.169230795985108	Random
8	0.164836006332761	Random
8	0.166173962225316	Random
8	0.167439726313827	Random
9	0.167937876826809	Random
9	0.160459401047677	Random
9	0.169491134456287	Random
9	0.165413904293187	Random
9	0.162223062216818	Random
9	0.168726669790327	Random
9	0.166380192780926	Random
9	0.159211235842031	Random
9	0.169489071939995	Random
9	0.171741903271242	Random
9	0.160722384142033	Random
9	0.170261749798968	Random
9	0.167780481865932	Random
9	0.156412282740433	Random
9	0.161128889678954	Random
9	0.168919277215411	Random
9	0.16800388840528	Random
9	0.16669849245284	Random
9	0.179350612614535	Random
9	0.167991488323642	Random
9	0.165242532213334	Random
9	0.160610212312637	Random
9	0.171749138434339	Random
9	0.157876776383652	Random
9	0.170375921545939	Random
9	0.163440703983266	Random
9	0.159714860690668	Random
9	0.155892334932632	Random
9	0.166989539731094	Random
9	0.161745770764767	Random
10	0.166724856869612	Random
10	0.167347423649618	Random
10	0.169227140109524	Random
10	0.16141311463251	Random
10	0.163760945892098	Random
10	0.172464706951125	Random
10	0.171211638820513	Random
10	0.159395745939547	Random
10	0.163900189152005	Random
10	0.165950009759553	Random
10	0.160682267691078	Random
10	0.165648545535255	Random
10	0.164781912578552	Random
10	0.173145010328585	Random
10	0.176442451860123	Random
10	0.175030275099239	Random
10	0.168584226899834	Random
10	0.162301468281492	Random
10	0.162710671612802	Random
10	0.158600781007002	Random
10	0.153188659094484	Random
10	0.159177708375657	Random
10	0.178386689933374	Random
10	0.162271755621698	Random
10	0.163105159585057	Random
10	0.165875625423792	Random
10	0.160254283044015	Random
10	0.16651311346855	Random
10	0.171913275760221	Random
10	0.155758900870451	Random
