df_2_cv,df_2_tf,df_3_cv,df_3_tf
0.6642512077294686,0.6618357487922706,0.6352657004830918,0.6352657004830918
0.6246973365617433,0.6537530266343826,0.6731234866828087,0.6731234866828087
0.6803874092009685,0.6803874092009685,0.6779661016949152,0.6779661016949152
0.6924939467312349,0.6949152542372882,0.6900726392251816,0.6900726392251816
0.6561743341404358,0.6246973365617433,0.6150121065375302,0.6150121065375302
0.6561743341404358,0.6585956416464891,0.6828087167070218,0.6828087167070218
0.7506053268765133,0.6682808716707022,0.6682808716707022,0.6682808716707022
0.6997578692493946,0.7288135593220338,0.6997578692493946,0.6997578692493946
0.6731234866828087,0.6876513317191283,0.6755447941888619,0.6755447941888619
0.7021791767554479,0.6658595641646489,0.6924939467312349,0.6924939467312349
0.6642512077294686,0.6618357487922706,0.6352657004830918,0.6352657004830918
0.6246973365617433,0.6537530266343826,0.6731234866828087,0.6731234866828087
0.6803874092009685,0.6803874092009685,0.6779661016949152,0.6779661016949152
0.6924939467312349,0.6949152542372882,0.6900726392251816,0.6900726392251816
0.6561743341404358,0.6246973365617433,0.6150121065375302,0.6150121065375302
0.6561743341404358,0.6585956416464891,0.6828087167070218,0.6828087167070218
0.7506053268765133,0.6682808716707022,0.6682808716707022,0.6682808716707022
0.6997578692493946,0.7288135593220338,0.6997578692493946,0.6997578692493946
0.6731234866828087,0.6876513317191283,0.6755447941888619,0.6755447941888619
0.7021791767554479,0.6658595641646489,0.6924939467312349,0.6924939467312349
0.6642512077294686,0.6618357487922706,0.6352657004830918,0.6352657004830918
0.6246973365617433,0.6537530266343826,0.6731234866828087,0.6731234866828087
0.6803874092009685,0.6803874092009685,0.6779661016949152,0.6779661016949152
0.6924939467312349,0.6949152542372882,0.6900726392251816,0.6900726392251816
0.6561743341404358,0.6246973365617433,0.6150121065375302,0.6150121065375302
0.6561743341404358,0.6585956416464891,0.6828087167070218,0.6828087167070218
0.7506053268765133,0.6682808716707022,0.6682808716707022,0.6682808716707022
0.6997578692493946,0.7288135593220338,0.6997578692493946,0.6997578692493946
0.6731234866828087,0.6876513317191283,0.6755447941888619,0.6755447941888619
0.7021791767554479,0.6658595641646489,0.6924939467312349,0.6924939467312349
