df_2_cv,df_2_tf,df_3_cv,df_3_tf
0.9026548672566371,0.911504424778761,0.9026548672566371,0.9026548672566371
0.9122807017543859,0.8859649122807017,0.868421052631579,0.868421052631579
0.9210526315789473,0.8947368421052632,0.9298245614035088,0.9298245614035088
0.9210526315789473,0.9210526315789473,0.9122807017543859,0.9122807017543859
0.9122807017543859,0.956140350877193,0.9649122807017544,0.9649122807017544
0.9557522123893806,0.9557522123893806,0.9557522123893806,0.9557522123893806
0.8407079646017699,0.9380530973451328,0.9292035398230089,0.9292035398230089
0.9557522123893806,0.9292035398230089,0.9469026548672567,0.9469026548672567
0.9026548672566371,0.8495575221238938,0.8938053097345132,0.8938053097345132
0.8938053097345132,0.911504424778761,0.8495575221238938,0.8495575221238938
0.9026548672566371,0.911504424778761,0.9026548672566371,0.9026548672566371
0.9122807017543859,0.8859649122807017,0.868421052631579,0.868421052631579
0.9210526315789473,0.8947368421052632,0.9298245614035088,0.9298245614035088
0.9210526315789473,0.9210526315789473,0.9122807017543859,0.9122807017543859
0.9122807017543859,0.956140350877193,0.9649122807017544,0.9649122807017544
0.9557522123893806,0.9557522123893806,0.9557522123893806,0.9557522123893806
0.8407079646017699,0.9380530973451328,0.9292035398230089,0.9292035398230089
0.9557522123893806,0.9292035398230089,0.9469026548672567,0.9469026548672567
0.9026548672566371,0.8495575221238938,0.8938053097345132,0.8938053097345132
0.8938053097345132,0.911504424778761,0.8495575221238938,0.8495575221238938
0.9026548672566371,0.911504424778761,0.9026548672566371,0.9026548672566371
0.9122807017543859,0.8859649122807017,0.868421052631579,0.868421052631579
0.9210526315789473,0.8947368421052632,0.9298245614035088,0.9298245614035088
0.9210526315789473,0.9210526315789473,0.9122807017543859,0.9122807017543859
0.9122807017543859,0.956140350877193,0.9649122807017544,0.9649122807017544
0.9557522123893806,0.9557522123893806,0.9557522123893806,0.9557522123893806
0.8407079646017699,0.9380530973451328,0.9292035398230089,0.9292035398230089
0.9557522123893806,0.9292035398230089,0.9469026548672567,0.9469026548672567
0.9026548672566371,0.8495575221238938,0.8938053097345132,0.8938053097345132
0.8938053097345132,0.911504424778761,0.8495575221238938,0.8495575221238938
