df_2_cv,df_2_tf,df_3_cv,df_3_tf,df_4_cv,df_4_tf
0.7695828554436939,0.7688288517904932,0.8083025360010195,0.7730342806167962,0.8034811605284398,0.7790875493819295
0.7977040057771547,0.8061573425088144,0.8126885009133002,0.8111804936068986,0.8394609404868103,0.8161611656259292
0.8023873242428103,0.8128265579202243,0.8458328023448451,0.816777112272206,0.8556560893759823,0.8225117879444374
0.7913746229981734,0.7792468459283803,0.8072511787944437,0.786967418546366,0.8178497090183084,0.8034386814493861
0.8043905775725706,0.80399512633064,0.8538967979137274,0.8076183147364371,0.8695865931341114,0.8168526356290882
0.7741970044354926,0.7769932931924832,0.8153592320383981,0.7828001457070003,0.826587242066468,0.8019563307548909
0.8136878870342199,0.8068418007671044,0.8306798945766997,0.8084274357710686,0.8212839358032098,0.8136878870342199
0.7779575306948939,0.764136793160342,0.8021706057554265,0.7787074931967687,0.8223338833058347,0.7800038569500098
0.7903961944759905,0.7644689194111722,0.8254622983136557,0.7976601169941503,0.8187019220467547,0.8007456770018642
0.8164841757912105,0.8358117808395295,0.8528894983822238,0.8314727120786818,0.8505110458762777,0.8379009620947525
0.7695828554436939,0.7688288517904932,0.8083025360010195,0.7730342806167962,0.8034811605284398,0.7790875493819295
0.7977040057771547,0.8061573425088144,0.8126885009133002,0.8111804936068986,0.8394609404868103,0.8161611656259292
0.8023873242428103,0.8128265579202243,0.8458328023448451,0.816777112272206,0.8556560893759823,0.8225117879444374
0.7913746229981734,0.7792468459283803,0.8072511787944437,0.786967418546366,0.8178497090183084,0.8034386814493861
0.8043905775725706,0.80399512633064,0.8538967979137274,0.8076183147364371,0.8695865931341114,0.8168526356290882
0.7741970044354926,0.7769932931924832,0.8153592320383981,0.7828001457070003,0.826587242066468,0.8019563307548909
0.8136878870342199,0.8068418007671044,0.8306798945766997,0.8084274357710686,0.8212839358032098,0.8136878870342199
0.7779575306948939,0.764136793160342,0.8021706057554265,0.7787074931967687,0.8223338833058347,0.7800038569500098
0.7903961944759905,0.7644689194111722,0.8254622983136557,0.7976601169941503,0.8187019220467547,0.8007456770018642
0.8164841757912105,0.8358117808395295,0.8528894983822238,0.8314727120786818,0.8505110458762777,0.8379009620947525
0.7695828554436939,0.7688288517904932,0.8083025360010195,0.7730342806167962,0.8034811605284398,0.7790875493819295
0.7977040057771547,0.8061573425088144,0.8126885009133002,0.8111804936068986,0.8394609404868103,0.8161611656259292
0.8023873242428103,0.8128265579202243,0.8458328023448451,0.816777112272206,0.8556560893759823,0.8225117879444374
0.7913746229981734,0.7792468459283803,0.8072511787944437,0.786967418546366,0.8178497090183084,0.8034386814493861
0.8043905775725706,0.80399512633064,0.8538967979137274,0.8076183147364371,0.8695865931341114,0.8168526356290882
0.7741970044354926,0.7769932931924832,0.8153592320383981,0.7828001457070003,0.826587242066468,0.8019563307548909
0.8136878870342199,0.8068418007671044,0.8306798945766997,0.8084274357710686,0.8212839358032098,0.8136878870342199
0.7779575306948939,0.764136793160342,0.8021706057554265,0.7787074931967687,0.8223338833058347,0.7800038569500098
0.7903961944759905,0.7644689194111722,0.8254622983136557,0.7976601169941503,0.8187019220467547,0.8007456770018642
0.8164841757912105,0.8358117808395295,0.8528894983822238,0.8314727120786818,0.8505110458762777,0.8379009620947525
