df_2_cv,df_2_tf,df_3_cv,df_3_tf,df_4_cv,df_4_tf
0.7608695652173914,0.6231884057971014,0.6980676328502415,0.6207729468599034,0.6956521739130435,0.7874396135265701
0.7215496368038741,0.6755447941888619,0.7167070217917676,0.6803874092009685,0.784503631961259,0.7554479418886199
0.6537530266343826,0.6876513317191283,0.7506053268765133,0.6876513317191283,0.738498789346247,0.7070217917675545
0.7167070217917676,0.6949152542372882,0.7167070217917676,0.7021791767554479,0.8305084745762712,0.6682808716707022
0.6731234866828087,0.6585956416464891,0.7602905569007264,0.6924939467312349,0.8062953995157385,0.7094430992736077
0.7699757869249395,0.6634382566585957,0.7723970944309927,0.7820823244552058,0.6658595641646489,0.7651331719128329
0.6731234866828087,0.6343825665859564,0.7723970944309927,0.6464891041162227,0.8305084745762712,0.6852300242130751
0.7191283292978208,0.7070217917675545,0.7481840193704601,0.7239709443099274,0.7941888619854721,0.6997578692493946
0.6368038740920097,0.6852300242130751,0.6949152542372882,0.6731234866828087,0.8305084745762712,0.6634382566585957
0.6658595641646489,0.6803874092009685,0.7433414043583535,0.6900726392251816,0.7966101694915254,0.6949152542372882
0.7608695652173914,0.6231884057971014,0.6980676328502415,0.6207729468599034,0.6956521739130435,0.7874396135265701
0.7215496368038741,0.6755447941888619,0.7167070217917676,0.6803874092009685,0.784503631961259,0.7554479418886199
0.6537530266343826,0.6876513317191283,0.7506053268765133,0.6876513317191283,0.738498789346247,0.7070217917675545
0.7167070217917676,0.6949152542372882,0.7167070217917676,0.7021791767554479,0.8305084745762712,0.6682808716707022
0.6731234866828087,0.6585956416464891,0.7602905569007264,0.6924939467312349,0.8062953995157385,0.7094430992736077
0.7699757869249395,0.6634382566585957,0.7723970944309927,0.7820823244552058,0.6658595641646489,0.7651331719128329
0.6731234866828087,0.6343825665859564,0.7723970944309927,0.6464891041162227,0.8305084745762712,0.6852300242130751
0.7191283292978208,0.7070217917675545,0.7481840193704601,0.7239709443099274,0.7941888619854721,0.6997578692493946
0.6368038740920097,0.6852300242130751,0.6949152542372882,0.6731234866828087,0.8305084745762712,0.6634382566585957
0.6658595641646489,0.6803874092009685,0.7433414043583535,0.6900726392251816,0.7966101694915254,0.6949152542372882
0.7608695652173914,0.6231884057971014,0.6980676328502415,0.6207729468599034,0.6956521739130435,0.7874396135265701
0.7215496368038741,0.6755447941888619,0.7167070217917676,0.6803874092009685,0.784503631961259,0.7554479418886199
0.6537530266343826,0.6876513317191283,0.7506053268765133,0.6876513317191283,0.738498789346247,0.7070217917675545
0.7167070217917676,0.6949152542372882,0.7167070217917676,0.7021791767554479,0.8305084745762712,0.6682808716707022
0.6731234866828087,0.6585956416464891,0.7602905569007264,0.6924939467312349,0.8062953995157385,0.7094430992736077
0.7699757869249395,0.6634382566585957,0.7723970944309927,0.7820823244552058,0.6658595641646489,0.7651331719128329
0.6731234866828087,0.6343825665859564,0.7723970944309927,0.6464891041162227,0.8305084745762712,0.6852300242130751
0.7191283292978208,0.7070217917675545,0.7481840193704601,0.7239709443099274,0.7941888619854721,0.6997578692493946
0.6368038740920097,0.6852300242130751,0.6949152542372882,0.6731234866828087,0.8305084745762712,0.6634382566585957
0.6658595641646489,0.6803874092009685,0.7433414043583535,0.6900726392251816,0.7966101694915254,0.6949152542372882
