df_2_cv,df_2_tf,df_3_cv,df_3_tf
0.4670452562994028,0.4720515837562715,0.44189796383081015,0.44189796383081015
0.4422488338832756,0.44566258372222134,0.44876594593301017,0.44876594593301017
0.49779051516154244,0.4765927083176079,0.5026738364081446,0.5026738364081446
0.5088853981458195,0.5111327120805225,0.4996015471116917,0.4996015471116917
0.4691404242010594,0.4783022253322837,0.4776533530732949,0.4776533530732949
0.5032560404584819,0.5053462357796388,0.5267162182844288,0.5267162182844288
0.5012592173962273,0.4994934443602619,0.49235003539946526,0.49235003539946526
0.5422205402423389,0.5489620470963722,0.5351476215476799,0.5351476215476799
0.47527665956209847,0.44594664656945204,0.47034142021100345,0.47034142021100345
0.49501883312843925,0.4759189404860615,0.4504857185753897,0.4504857185753897
0.4670452562994028,0.4720515837562715,0.44189796383081015,0.44189796383081015
0.4422488338832756,0.44566258372222134,0.44876594593301017,0.44876594593301017
0.49779051516154244,0.4765927083176079,0.5026738364081446,0.5026738364081446
0.5088853981458195,0.5111327120805225,0.4996015471116917,0.4996015471116917
0.4691404242010594,0.4783022253322837,0.4776533530732949,0.4776533530732949
0.5032560404584819,0.5053462357796388,0.5267162182844288,0.5267162182844288
0.5012592173962273,0.4994934443602619,0.49235003539946526,0.49235003539946526
0.5422205402423389,0.5489620470963722,0.5351476215476799,0.5351476215476799
0.47527665956209847,0.44594664656945204,0.47034142021100345,0.47034142021100345
0.49501883312843925,0.4759189404860615,0.4504857185753897,0.4504857185753897
0.4670452562994028,0.4720515837562715,0.44189796383081015,0.44189796383081015
0.4422488338832756,0.44566258372222134,0.44876594593301017,0.44876594593301017
0.49779051516154244,0.4765927083176079,0.5026738364081446,0.5026738364081446
0.5088853981458195,0.5111327120805225,0.4996015471116917,0.4996015471116917
0.4691404242010594,0.4783022253322837,0.4776533530732949,0.4776533530732949
0.5032560404584819,0.5053462357796388,0.5267162182844288,0.5267162182844288
0.5012592173962273,0.4994934443602619,0.49235003539946526,0.49235003539946526
0.5422205402423389,0.5489620470963722,0.5351476215476799,0.5351476215476799
0.47527665956209847,0.44594664656945204,0.47034142021100345,0.47034142021100345
0.49501883312843925,0.4759189404860615,0.4504857185753897,0.4504857185753897
