,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10
0,0.3478668901359988,0.21796682767393974,0.17832751110944942,0.16927257157128334,0.16618402716273045,0.16446880128701952,0.15512947359215215,0.16170900279506942,0.1683327264684785,0.16187597661482048
1,0.329715857799783,0.2309918213630521,0.1707526770960146,0.1576280856033703,0.1602107028205373,0.1707511487899136,0.15644396287028955,0.1653754106650078,0.15986886025355515,0.1659358589739364
2,0.31916042729404054,0.23646027131228198,0.16798526239318895,0.1619242394989508,0.16193109078855822,0.1629615799205402,0.1564090765444022,0.1700095079573862,0.1529044551086682,0.1529091132347202
3,0.35424240277524255,0.22970229819406385,0.16505132586608762,0.16002063628207716,0.15509834799240393,0.16811673636811228,0.16666150648836583,0.15925930586031778,0.16490930464792777,0.16352116238088674
4,0.35618084383542065,0.22366705859345604,0.1636227556388443,0.16989647190821144,0.1611777308314779,0.1650279574334295,0.1552242118313092,0.1676119032168983,0.1625555558470442,0.1648224953310238
5,0.3304926252608651,0.21804198239272315,0.16009008590842966,0.15917356737163335,0.16307556765791986,0.16938883521659254,0.17438481331045091,0.16269358900032221,0.15691342463022173,0.1700887201515948
6,0.35360070911971553,0.21744215465245814,0.1761831423023866,0.16393412948819383,0.1637187966831656,0.16180403292431822,0.17517797087119888,0.16252633731811242,0.15391577258889388,0.17187656110858343
7,0.32182789899891495,0.21537333659509603,0.17524093236267976,0.16586130707241922,0.1509016461869115,0.16085572906763923,0.17832680947778143,0.1626868189220899,0.16682620817187205,0.16459645399300885
8,0.3344544349774001,0.22580339995255586,0.17393080929029703,0.155320113782724,0.17076241182915045,0.16097076284516712,0.15811680376490272,0.16051943679903086,0.16618066782436916,0.15630191036312907
9,0.3184357648227645,0.2362617168060387,0.1711341873500412,0.1676104687494488,0.16316912508339373,0.16361271174309797,0.17105785445507243,0.16475520535646085,0.15744402362642893,0.166326766195627
10,0.3585571572894403,0.2192536783721182,0.17870413222014778,0.16342455861174446,0.1627656105696722,0.1704306476132961,0.16805709457181356,0.1614363570027217,0.1682376597157177,0.16642474440862343
11,0.35965952878752766,0.21663046951373438,0.17261077072845404,0.1595079859701304,0.17051762625388284,0.1633938006906821,0.16350320112712047,0.15980073980734177,0.16169082359669745,0.15318274167251997
12,0.3416859621928788,0.2276438312222779,0.18227479274595304,0.16133999778575953,0.16513404204402435,0.17310424380711592,0.17104957180790037,0.1614848290797833,0.1683692094601579,0.1521494885714773
13,0.35512027022935183,0.21439997572889669,0.1644067950430172,0.16724981893152144,0.1685057108724141,0.1702483004906386,0.16447607555274432,0.16768545864701467,0.1608839246993274,0.16104036764558471
14,0.3473501161888562,0.2226631995960941,0.16457526780426288,0.16312446557732474,0.15573214794583043,0.1760249947787796,0.16710705028574097,0.16605424255007756,0.1627114969758546,0.155486270342089
15,0.3403171723124743,0.2328088510520809,0.16379410195495037,0.15587167526075635,0.1614287478180766,0.1564847081202256,0.16353827295635756,0.16933471852155146,0.1573323244721504,0.1708211273524546
16,0.35803149105887333,0.2121785130210818,0.17454699172633392,0.1662326557150096,0.15875111773862133,0.16548502325950512,0.159969931681363,0.16346673837554923,0.16665746502272671,0.16721102275450747
17,0.34744006977427755,0.2228826494034738,0.17468176935226895,0.16444677859658763,0.15851372650569043,0.16162607821714728,0.16111776369365832,0.16063465092658752,0.1500194452237584,0.154451674518977
18,0.33894433716090183,0.22268851672762668,0.18251169798235697,0.15878177601732427,0.16461871155079116,0.15543160680039758,0.16720091199382411,0.16260036934602218,0.17204210455098182,0.16279565223958128
19,0.34028614405760177,0.22075249469747413,0.17348052683952145,0.15957434005433294,0.16320179973968355,0.16229326436229147,0.15396885862064127,0.16487719157373704,0.1597023991450431,0.16614260453198543
20,0.3458751073435902,0.2288545824458181,0.16914200015866188,0.16470629282066607,0.1635297520329413,0.1685867546538904,0.1676684913557474,0.1649470832816993,0.15783409164549697,0.1583846983277787
21,0.33975030347349966,0.21770072105597707,0.16195908803659984,0.1609023687928283,0.16401452205429928,0.1642101811807546,0.17030890253759154,0.16881511336394064,0.1675879542862743,0.15691280887516737
22,0.3262445936986342,0.2142586535684263,0.1685329138187526,0.16975999277041348,0.16709255775040688,0.1569172410278622,0.16160133536983698,0.1714743751558572,0.16132940428840434,0.16666061655283404
23,0.32966825522591114,0.21130879136122954,0.17448567178327767,0.15388249504031085,0.16370744029951698,0.17012969002322031,0.1543887875888563,0.15928632143345164,0.16118599710187437,0.1499120573225252
24,0.34419684662959127,0.2186111308494316,0.1724741010305147,0.16932176296275012,0.16272826892849462,0.16211787942322228,0.15882436648920492,0.16007930446572724,0.16329716453544824,0.16832717257098384
25,0.33660095420778435,0.2265483893461994,0.17734442620986965,0.16559713687179498,0.160709613009372,0.16062038726512998,0.16924674556307298,0.16827846555858714,0.16292819180193419,0.15540597765833167
26,0.3425054726886448,0.20448019911586224,0.1714630046757492,0.16133166582501518,0.1600476101059761,0.17094189960519965,0.16588281327041526,0.1594953313004585,0.17323172893280558,0.16611751332869779
27,0.34931751773003367,0.21627950743542226,0.173102701198727,0.1570197964698092,0.17302559274161605,0.1657872370549168,0.1561818681789144,0.16148347574703809,0.15486459153212312,0.15902062076569007
28,0.3298794533425853,0.21208037988895453,0.16977875580633345,0.1726382988633586,0.15937669400137108,0.1700001468907545,0.16214443766334383,0.16753758534793062,0.15975254587955362,0.15956170700836825
29,0.3329791069108766,0.22162318968825792,0.16693583920822505,0.17674570709822324,0.1513220649536336,0.16133438100500175,0.16434639612737897,0.1575518931757713,0.15983010979012197,0.1597492949588817
