df_2_cv,df_2_tf,df_3_cv,df_3_tf,df_4_cv,df_4_tf
0.5667838701325802,0.537509330150078,0.5049436645496663,0.5443335848319906,0.4530181246087086,0.4534460863124769
0.5880701883184603,0.5924018908930525,0.5656806178607391,0.604885198563407,0.5249481736879245,0.5415218205483361
0.47502859335542047,0.5111145220060541,0.4955020972425166,0.5339137328129897,0.48305414267409996,0.5148844191409425
0.4598676421787303,0.4606860726663217,0.4749017041967496,0.4897965193857176,0.4490248050397929,0.4560738695046105
0.5371037691632113,0.5026738364081446,0.4928755271723012,0.5189611125347379,0.43744783485524924,0.4219601630012091
0.4880755556666415,0.5072144516035224,0.49566715711414355,0.5142221328258145,0.5212987330364663,0.5232455861205297
0.5394766907040133,0.552292287552254,0.5666147016892599,0.5458474159614229,0.5695340226843975,0.5071144864704723
0.5262067441425803,0.5267162182844288,0.5081833294494696,0.4975202605607885,0.4342372986100628,0.5086648672498496
0.5419551181369082,0.4602616992764074,0.47856990382343634,0.45546994944650626,0.41659628943791804,0.47315538299264304
0.5016376597941045,0.4929245639469999,0.43531398799274584,0.48404481876310973,0.5124316752476664,0.4903077800022823
0.45631261186733735,0.47294487049810224,0.44594892608517844,0.4561547028334133,0.49113738477389174,0.4099825860404251
0.5370625437311419,0.506091104750149,0.5044194707022057,0.5336363053191243,0.4890775307964727,0.47124624408835647
0.5355670505465188,0.49917572136945043,0.46906510409204905,0.4902573744088754,0.5082464616501091,0.4632662974707041
0.5018445172159856,0.5155839355423897,0.516170045182889,0.5203706539678473,0.495789613750722,0.4406700303781108
0.5385086953126326,0.5973514967288278,0.5439861249753223,0.54651455852162,0.468838362905575,0.4837277615231569
0.5104415642537012,0.5542239045214077,0.5634024064218129,0.5957506129579658,0.6027959111099191,0.6214884873437575
0.5281016203254681,0.562167903087554,0.5387344484340738,0.5109252841887436,0.5066983466309185,0.5053815311015353
0.5307730147381077,0.5207958144831474,0.5168958568206508,0.5749359922026536,0.49101196558625704,0.5135646450424454
0.5196022956942383,0.48263869972046664,0.4430737115187087,0.45198795886217047,0.4130034268813468,0.3843886416094725
0.49100102233672777,0.45276945431544974,0.4323822136432154,0.4486582750825137,0.41883197017894264,0.5256366330798894
0.4635998056109066,0.46992668232709195,0.42961741049733576,0.460380893465313,0.49124605074240973,0.44820397599433176
0.5348474917466514,0.5217540257304487,0.5044194707022057,0.54468212632215,0.49415681349473,0.47124624408835647
0.5439861249753223,0.492159898918045,0.4832989536804381,0.4628243130709053,0.49909536422023854,0.4314322919224577
0.49447689137693107,0.5155839355423897,0.5258870656912932,0.5203706539678473,0.48788393376606043,0.49831094333130926
0.5364678334802835,0.5558330188276493,0.5763572313817068,0.54651455852162,0.468838362905575,0.48688927093371875
0.5104415642537012,0.5619124350546174,0.5895402888984957,0.5541356337742027,0.6027959111099191,0.6026550615327174
0.5267162182844288,0.571668009655184,0.5524325637723484,0.5398388455921457,0.5108657193001002,0.5072167541199851
0.5113328564773636,0.5094125908242961,0.5116691521238121,0.5592184325026505,0.49101196558625704,0.474275140904647
0.5023890445552879,0.5113328564773636,0.4253480620171086,0.416721059206128,0.4077623197800765,0.40615471701302364
0.48680400704537136,0.4883135759508266,0.4269279001482085,0.46992050959049264,0.41883197017894264,0.4918998261260074
